Delphinus_KFOLD_5,S_attenuata_KFOLD_5,S_bredanensis_KFOLD_5,S_clymene_KFOLD_5,S_frontalis_KFOLD_5,S_longirostris_KFOLD_5,T_truncatus_KFOLD_5,Species_Classification,UID,EncounterNumber,KnownSpecies
0.053631828710121635,0.10132030903448877,0.032998604516802206,0.09163403439183031,0.5202688184756356,0.023088442726106845,0.1770579621450147,S_frontalis,3660,PMC_99_A01,T_truncatus
0.09961418549504139,0.08488755991062373,0.007585922115709349,0.25391938313152806,0.2836870801073751,0.04624310197945142,0.22406276726027108,S_frontalis,3661,PMC_99_A01,T_truncatus
0.03913120542397785,0.08878444607026442,0.0032449039264828743,0.27856082669040394,0.023391677424604813,0.2916908881120007,0.2751960523522654,S_clymene,3662,PMC_99_A01,T_truncatus
0.021832955100184456,0.16503041570580923,0.0011475236270753514,0.4046031795149087,0.05044789150992579,0.10948528475476851,0.24745274978732795,T_truncatus,3663,PMC_99_A01,T_truncatus
0.05837446625703999,0.1867473158779619,0.020111321487411616,0.03423314100179157,0.41168151759396104,0.06354049295065513,0.22531174483117883,S_frontalis,3664,PMC_99_A01,T_truncatus
0.23143444431143007,0.22472214543915353,0.032175164091120353,0.02452635548639607,0.33275632217415557,0.061322626359071854,0.09306294213867258,S_frontalis,3665,PMC_99_A01,T_truncatus
0.23260784195305803,0.11613576300183562,0.011344452563722367,0.03314575375170674,0.015786843583930215,0.042027435811162486,0.5489519093345846,T_truncatus,3666,PMC_T3_A01,T_truncatus
0.17116018534314045,0.22690285562507845,0.02248364992575702,0.07207488312034846,0.02298146411299102,0.09712549297927402,0.38727146889341063,T_truncatus,3667,PMC_T3_A01,T_truncatus
0.3258250468016458,0.1061276754967837,0.02856291025011139,0.08896697655838998,0.04494642760697855,0.13517552821077825,0.2703954350753123,Delphinus,3668,PMC_T3_A01,T_truncatus
0.057830556306734525,0.09881745884992829,0.004386607870029605,0.3723533109051541,0.0476165826656303,0.2182472772850871,0.2007482061174361,S_longirostris,3669,PMC_T3_A01,T_truncatus
0.17661035855694793,0.14810978433939556,0.04738433849673927,0.16277371329951898,0.16070554283818939,0.07048081203228584,0.23393545043692304,T_truncatus,3670,PMC_T3_A01,T_truncatus
0.1360065471672987,0.1750366988058217,0.00900377222954941,0.28500459153331414,0.10775185488844893,0.10905949062116671,0.1781370447544004,T_truncatus,3671,PMC_T3_A01,T_truncatus
0.31607251273018316,0.12531528789153085,0.09799811192127454,0.060554867394256674,0.255223582551942,0.04285624231931741,0.10197939519149549,Delphinus,3672,PMC_T3_A01,T_truncatus
0.4655023952032544,0.0975292684097866,0.05772216673862211,0.09064871403381887,0.14849067810250297,0.04200408507893859,0.09810269243307643,Delphinus,3673,PMC_T3_A01,T_truncatus
0.06608121729680223,0.08715890093695856,0.012385565949283812,0.2589161385135347,0.041111389178286294,0.313997666291735,0.2203491218333995,S_longirostris,3674,PMC_T3_A01,T_truncatus
0.053404417331618034,0.11288225225731677,0.008141691424694224,0.3802378539661978,0.22197791020954552,0.031786156449972354,0.19156971836065534,S_clymene,3675,PMC_T3_A01,T_truncatus
0.10504543757836642,0.14396979059215065,0.02178137866004577,0.18076986516377952,0.11704982235566716,0.2908167393406921,0.1405669663092984,S_longirostris,3676,PMC_T3_A01,T_truncatus
0.0795857089579295,0.06758920113395928,0.0499752567972608,0.34416766927911113,0.2474808652774288,0.055959786430512394,0.15524151212379814,S_clymene,3677,PMC_T3_A01,T_truncatus
0.29355132695605335,0.13863441417612704,0.06433863176771733,0.08043781918431099,0.17380710937684382,0.13648011670638022,0.11275058183256732,Delphinus,3678,PMC_T3_A01,T_truncatus
0.08836196961578312,0.08090982628974998,0.013844655214959947,0.33457168962184547,0.06296108185562015,0.26107518037865063,0.15827559702339078,S_clymene,3679,PMC_T3_A01,T_truncatus
0.11203511585935497,0.14841486246243957,0.005912492918406774,0.07050020256357199,0.010087479877819435,0.12180490780844404,0.5312449385099633,T_truncatus,3680,PMC_T3_A01,T_truncatus
0.10557256021972398,0.1604154788314965,0.038579169693843784,0.15340296723232635,0.03079426640209688,0.2381687789719627,0.2730667786485498,T_truncatus,3681,PMC_T3_A01,T_truncatus
0.09272072178810423,0.06015352346511621,0.008709528023104093,0.19304193622387492,0.01705491670810551,0.35369832230620607,0.274621051485489,S_longirostris,3682,PMC_T3_A01,T_truncatus
0.061056556439192056,0.09008273774209648,0.01592001437159332,0.20897837351913803,0.03933448541627517,0.31877307362121343,0.2658547588904915,S_longirostris,3683,PMC_T3_A01,T_truncatus
0.05314048651396987,0.13747985722915074,0.008336349243804785,0.25229848394530663,0.04794098781051585,0.24552878138460157,0.25527505387265054,S_clymene,3684,PMC_T3_A01,T_truncatus
0.07933976402192251,0.1786085533625354,0.0047421588684526195,0.13020380624841357,0.0289913871952134,0.27190539019537263,0.30620894010808997,S_longirostris,3685,PMC_T3_A01,T_truncatus
0.11764002181640816,0.08388991994103401,0.03152597569805903,0.1985942106087534,0.08311595314986395,0.14826871095850627,0.33696520782737516,T_truncatus,3686,PMC_T3_A01,T_truncatus
0.04222165619363057,0.05198438059492948,0.005559446252357902,0.5711637641311146,0.03971844997885162,0.15047118477528013,0.13888111807383574,S_clymene,3687,PMC_T3_A01,T_truncatus
0.07280600715765456,0.3249097669999022,0.014700963216195444,0.06583712400419416,0.060930631931411516,0.21837672635520086,0.24243878033544125,S_attenuata,3688,Per_01_A24,S_attenuata
0.048630978261723655,0.23863829452458057,0.0031544030507713373,0.4182771864129293,0.14246160015853113,0.0834737452802065,0.06536379231125748,S_clymene,3689,Per_01_A24,S_attenuata
0.04384629609848684,0.39896191190772984,0.0057414631478208845,0.04335906175064193,0.2033117332988696,0.1245758698867512,0.18020366390969964,S_attenuata,3690,Per_01_A24,S_attenuata
0.04478095977460773,0.06522014418963643,0.005165368335566424,0.017654068977651722,0.02420779955174751,0.6841037122166623,0.15886794695412787,S_longirostris,3691,Per_01_A24,S_attenuata
0.060972739742140826,0.24306576044755568,0.008789841596535078,0.19257254030578314,0.2439234769082633,0.04631319904122613,0.20436244195849587,S_frontalis,3692,Per_01_A24,S_attenuata
0.19983615458186954,0.12324762617851477,0.010858618971523012,0.3069493661765016,0.10365757042809434,0.14660408391459487,0.10884657974890186,S_clymene,3693,Per_01_A24,S_attenuata
